user_id,subs_id,price_plan_name,transaction_id,transaction_amount,txn_created_timestamp,transaction_timestamp
1884,1884,premium,1884,63.0,2023-03-10T19:18:59.000Z,2023-03-10T19:18:59.000Z
1885,1885,premium,1885,87.0,2023-07-12T19:18:59.000+01:00,2023-07-12T19:18:59.000+01:00
1886,1886,sport,1886,60.0,2022-11-03T19:18:59.000Z,2022-11-03T19:18:59.000Z
1887,1887,sport,1887,96.0,2023-03-09T19:18:59.000Z,2023-03-09T19:18:59.000Z
1888,1888,premium,1888,90.0,2023-03-07T19:18:59.000Z,2023-03-07T19:18:59.000Z
1889,1889,premium,1889,64.0,2023-01-05T19:18:59.000Z,2023-01-05T19:18:59.000Z
1890,1890,premium,1890,89.0,2023-02-20T19:18:59.000Z,2023-02-20T19:18:59.000Z
1891,1891,premium,1891,73.0,2023-03-10T19:18:59.000Z,2023-03-10T19:18:59.000Z
1892,1892,sport,1892,10.0,2023-04-28T19:18:59.000+01:00,2023-04-28T19:18:59.000+01:00
1893,1893,sport,1893,25.0,2022-09-14T19:18:59.000+01:00,2022-09-14T19:18:59.000+01:00
1894,1894,basic,1894,20.0,2023-02-01T19:18:59.000Z,2023-02-01T19:18:59.000Z
1895,1895,sport,1895,57.0,2022-09-25T19:18:59.000+01:00,2022-09-25T19:18:59.000+01:00
1896,1896,premium,1896,37.0,2023-04-07T19:18:59.000+01:00,2023-04-07T19:18:59.000+01:00
1897,1897,premium,1897,66.0,2023-05-10T19:18:59.000+01:00,2023-05-10T19:18:59.000+01:00
1898,1898,basic,1898,27.0,2023-06-05T19:18:59.000+01:00,2023-06-05T19:18:59.000+01:00
1899,1899,sport,1899,66.0,2022-09-29T19:18:59.000+01:00,2022-09-29T19:18:59.000+01:00
1900,1900,premium,1900,42.0,2023-05-16T19:18:59.000+01:00,2023-05-16T19:18:59.000+01:00
1901,1901,premium,1901,95.0,2023-06-12T19:18:59.000+01:00,2023-06-12T19:18:59.000+01:00
1902,1902,premium,1902,65.0,2022-11-30T19:18:59.000Z,2022-11-30T19:18:59.000Z
1903,1903,sport,1903,67.0,2022-12-17T19:18:59.000Z,2022-12-17T19:18:59.000Z
1904,1904,basic,1904,10.0,2022-10-20T19:18:59.000+01:00,2022-10-20T19:18:59.000+01:00
1905,1905,basic,1905,61.0,2022-11-28T19:18:59.000Z,2022-11-28T19:18:59.000Z
1906,1906,basic,1906,45.0,2023-06-07T19:18:59.000+01:00,2023-06-07T19:18:59.000+01:00
1907,1907,premium,1907,53.0,2022-09-12T19:18:59.000+01:00,2022-09-12T19:18:59.000+01:00
1908,1908,basic,1908,47.0,2023-05-31T19:18:59.000+01:00,2023-05-31T19:18:59.000+01:00
1909,1909,sport,1909,10.0,2022-09-25T19:18:59.000+01:00,2022-09-25T19:18:59.000+01:00
1910,1910,sport,1910,62.0,2023-06-03T19:18:59.000+01:00,2023-06-03T19:18:59.000+01:00
1911,1911,basic,1911,53.0,2022-12-25T19:18:59.000Z,2022-12-25T19:18:59.000Z
1912,1912,sport,1912,78.0,2023-04-16T19:18:59.000+01:00,2023-04-16T19:18:59.000+01:00
1913,1913,premium,1913,82.0,2023-04-04T19:18:59.000+01:00,2023-04-04T19:18:59.000+01:00
1914,1914,sport,1914,84.0,2022-09-28T19:18:59.000+01:00,2022-09-28T19:18:59.000+01:00
1915,1915,basic,1915,35.0,2023-05-06T19:18:59.000+01:00,2023-05-06T19:18:59.000+01:00
1916,1916,sport,1916,61.0,2022-09-08T19:18:59.000+01:00,2022-09-08T19:18:59.000+01:00
1917,1917,sport,1917,48.0,2023-03-20T19:18:59.000Z,2023-03-20T19:18:59.000Z
1918,1918,basic,1918,61.0,2022-12-29T19:18:59.000Z,2022-12-29T19:18:59.000Z
1919,1919,premium,1919,74.0,2023-08-30T19:18:59.000+01:00,2023-08-30T19:18:59.000+01:00
1920,1920,basic,1920,43.0,2023-01-15T19:18:59.000Z,2023-01-15T19:18:59.000Z
1921,1921,premium,1921,55.0,2023-06-13T19:18:59.000+01:00,2023-06-13T19:18:59.000+01:00
1922,1922,basic,1922,19.0,2023-05-21T19:18:59.000+01:00,2023-05-21T19:18:59.000+01:00
1923,1923,sport,1923,18.0,2022-11-04T19:18:59.000Z,2022-11-04T19:18:59.000Z
1924,1924,sport,1924,50.0,2023-05-06T19:18:59.000+01:00,2023-05-06T19:18:59.000+01:00
1925,1925,sport,1925,78.0,2022-10-13T19:18:59.000+01:00,2022-10-13T19:18:59.000+01:00
1926,1926,premium,1926,73.0,2023-01-29T19:18:59.000Z,2023-01-29T19:18:59.000Z
1927,1927,sport,1927,28.0,2022-10-06T19:18:59.000+01:00,2022-10-06T19:18:59.000+01:00
1928,1928,sport,1928,54.0,2023-04-29T19:18:59.000+01:00,2023-04-29T19:18:59.000+01:00
1929,1929,sport,1929,14.0,2023-01-23T19:18:59.000Z,2023-01-23T19:18:59.000Z
1930,1930,sport,1930,93.0,2022-12-18T19:18:59.000Z,2022-12-18T19:18:59.000Z
1931,1931,premium,1931,68.0,2023-04-13T19:18:59.000+01:00,2023-04-13T19:18:59.000+01:00
1932,1932,premium,1932,22.0,2022-10-07T19:18:59.000+01:00,2022-10-07T19:18:59.000+01:00
1933,1933,premium,1933,11.0,2023-01-29T19:18:59.000Z,2023-01-29T19:18:59.000Z
1934,1934,premium,1934,67.0,2023-03-12T19:18:59.000Z,2023-03-12T19:18:59.000Z
1935,1935,sport,1935,36.0,2023-03-09T19:18:59.000Z,2023-03-09T19:18:59.000Z
1936,1936,sport,1936,66.0,2023-02-24T19:18:59.000Z,2023-02-24T19:18:59.000Z
1937,1937,basic,1937,23.0,2022-09-08T19:18:59.000+01:00,2022-09-08T19:18:59.000+01:00
1938,1938,basic,1938,84.0,2023-08-12T19:18:59.000+01:00,2023-08-12T19:18:59.000+01:00
1939,1939,sport,1939,100.0,2022-10-20T19:18:59.000+01:00,2022-10-20T19:18:59.000+01:00
1940,1940,basic,1940,47.0,2023-06-12T19:18:59.000+01:00,2023-06-12T19:18:59.000+01:00
1941,1941,premium,1941,24.0,2023-05-07T19:18:59.000+01:00,2023-05-07T19:18:59.000+01:00
1942,1942,premium,1942,73.0,2022-09-23T19:18:59.000+01:00,2022-09-23T19:18:59.000+01:00
1943,1943,basic,1943,84.0,2022-11-27T19:18:59.000Z,2022-11-27T19:18:59.000Z
1944,1944,basic,1944,18.0,2023-02-14T19:18:59.000Z,2023-02-14T19:18:59.000Z
1945,1945,sport,1945,55.0,2022-11-16T19:18:59.000Z,2022-11-16T19:18:59.000Z
1946,1946,basic,1946,93.0,2022-11-02T19:18:59.000Z,2022-11-02T19:18:59.000Z
1947,1947,premium,1947,77.0,2023-02-25T19:18:59.000Z,2023-02-25T19:18:59.000Z
1948,1948,basic,1948,15.0,2023-03-25T19:18:59.000Z,2023-03-25T19:18:59.000Z
1949,1949,basic,1949,62.0,2023-07-15T19:18:59.000+01:00,2023-07-15T19:18:59.000+01:00
1950,1950,basic,1950,99.0,2023-04-28T19:18:59.000+01:00,2023-04-28T19:18:59.000+01:00
1951,1951,sport,1951,17.0,2022-10-12T19:18:59.000+01:00,2022-10-12T19:18:59.000+01:00
1952,1952,basic,1952,71.0,2022-11-03T19:18:59.000Z,2022-11-03T19:18:59.000Z
1953,1953,basic,1953,67.0,2022-10-27T19:18:59.000+01:00,2022-10-27T19:18:59.000+01:00
1954,1954,sport,1954,66.0,2023-01-25T19:18:59.000Z,2023-01-25T19:18:59.000Z
1955,1955,sport,1955,57.0,2022-11-10T19:18:59.000Z,2022-11-10T19:18:59.000Z
1956,1956,sport,1956,61.0,2023-08-20T19:18:59.000+01:00,2023-08-20T19:18:59.000+01:00
1957,1957,premium,1957,42.0,2023-03-14T19:18:59.000Z,2023-03-14T19:18:59.000Z
1958,1958,basic,1958,25.0,2022-09-19T19:18:59.000+01:00,2022-09-19T19:18:59.000+01:00
1959,1959,sport,1959,55.0,2022-10-02T19:18:59.000+01:00,2022-10-02T19:18:59.000+01:00
1960,1960,sport,1960,51.0,2022-12-18T19:18:59.000Z,2022-12-18T19:18:59.000Z
1961,1961,sport,1961,27.0,2023-06-25T19:18:59.000+01:00,2023-06-25T19:18:59.000+01:00
1962,1962,premium,1962,93.0,2023-03-15T19:18:59.000Z,2023-03-15T19:18:59.000Z
1963,1963,basic,1963,66.0,2022-10-16T19:18:59.000+01:00,2022-10-16T19:18:59.000+01:00
1964,1964,premium,1964,96.0,2023-06-22T19:18:59.000+01:00,2023-06-22T19:18:59.000+01:00
1965,1965,sport,1965,66.0,2023-08-09T19:18:59.000+01:00,2023-08-09T19:18:59.000+01:00
1966,1966,basic,1966,60.0,2023-06-03T19:18:59.000+01:00,2023-06-03T19:18:59.000+01:00
1967,1967,sport,1967,71.0,2023-06-15T19:18:59.000+01:00,2023-06-15T19:18:59.000+01:00
1968,1968,sport,1968,81.0,2022-10-16T19:18:59.000+01:00,2022-10-16T19:18:59.000+01:00
1969,1969,premium,1969,70.0,2023-08-30T19:18:59.000+01:00,2023-08-30T19:18:59.000+01:00
1970,1970,basic,1970,46.0,2023-06-14T19:18:59.000+01:00,2023-06-14T19:18:59.000+01:00
1971,1971,premium,1971,78.0,2023-07-02T19:18:59.000+01:00,2023-07-02T19:18:59.000+01:00
1972,1972,basic,1972,10.0,2023-01-07T19:18:59.000Z,2023-01-07T19:18:59.000Z
1973,1973,basic,1973,11.0,2022-12-04T19:18:59.000Z,2022-12-04T19:18:59.000Z
1974,1974,premium,1974,64.0,2022-11-03T19:18:59.000Z,2022-11-03T19:18:59.000Z
1975,1975,basic,1975,52.0,2022-10-31T19:18:59.000Z,2022-10-31T19:18:59.000Z
1976,1976,sport,1976,51.0,2023-07-15T19:18:59.000+01:00,2023-07-15T19:18:59.000+01:00
1977,1977,basic,1977,68.0,2022-12-30T19:18:59.000Z,2022-12-30T19:18:59.000Z
1978,1978,premium,1978,52.0,2023-04-16T19:18:59.000+01:00,2023-04-16T19:18:59.000+01:00
1979,1979,premium,1979,96.0,2022-12-11T19:18:59.000Z,2022-12-11T19:18:59.000Z
1980,1980,sport,1980,73.0,2022-10-12T19:18:59.000+01:00,2022-10-12T19:18:59.000+01:00
1981,1981,premium,1981,65.0,2023-04-25T19:18:59.000+01:00,2023-04-25T19:18:59.000+01:00
1982,1982,premium,1982,53.0,2023-07-17T19:18:59.000+01:00,2023-07-17T19:18:59.000+01:00
1983,1983,basic,1983,74.0,2023-04-08T19:18:59.000+01:00,2023-04-08T19:18:59.000+01:00
1984,1984,sport,1984,10.0,2022-10-06T19:18:59.000+01:00,2022-10-06T19:18:59.000+01:00
1985,1985,basic,1985,96.0,2023-07-28T19:18:59.000+01:00,2023-07-28T19:18:59.000+01:00
1986,1986,sport,1986,65.0,2022-09-28T19:18:59.000+01:00,2022-09-28T19:18:59.000+01:00
1987,1987,premium,1987,48.0,2023-06-03T19:18:59.000+01:00,2023-06-03T19:18:59.000+01:00
1988,1988,basic,1988,96.0,2023-05-11T19:18:59.000+01:00,2023-05-11T19:18:59.000+01:00
1989,1989,basic,1989,40.0,2022-10-17T19:18:59.000+01:00,2022-10-17T19:18:59.000+01:00
1990,1990,basic,1990,74.0,2022-10-05T19:18:59.000+01:00,2022-10-05T19:18:59.000+01:00
1991,1991,sport,1991,52.0,2022-12-04T19:18:59.000Z,2022-12-04T19:18:59.000Z
1992,1992,sport,1992,72.0,2023-01-08T19:18:59.000Z,2023-01-08T19:18:59.000Z
1993,1993,basic,1993,38.0,2023-03-23T19:18:59.000Z,2023-03-23T19:18:59.000Z
1994,1994,sport,1994,98.0,2023-02-02T19:18:59.000Z,2023-02-02T19:18:59.000Z
1995,1995,sport,1995,33.0,2023-01-19T19:18:59.000Z,2023-01-19T19:18:59.000Z
1996,1996,sport,1996,21.0,2022-11-06T19:18:59.000Z,2022-11-06T19:18:59.000Z
1997,1997,basic,1997,63.0,2023-05-22T19:18:59.000+01:00,2023-05-22T19:18:59.000+01:00
1998,1998,sport,1998,97.0,2022-10-23T19:18:59.000+01:00,2022-10-23T19:18:59.000+01:00
1999,1999,basic,1999,59.0,2022-12-28T19:18:59.000Z,2022-12-28T19:18:59.000Z
2000,2000,sport,2000,22.0,2023-07-25T19:18:59.000+01:00,2023-07-25T19:18:59.000+01:00
2001,2001,basic,2001,69.0,2023-07-20T19:18:59.000+01:00,2023-07-20T19:18:59.000+01:00
2002,2002,sport,2002,32.0,2022-12-10T19:18:59.000Z,2022-12-10T19:18:59.000Z
2003,2003,sport,2003,22.0,2023-04-05T19:18:59.000+01:00,2023-04-05T19:18:59.000+01:00
2004,2004,basic,2004,84.0,2023-01-31T19:18:59.000Z,2023-01-31T19:18:59.000Z
2005,2005,basic,2005,19.0,2023-02-11T19:18:59.000Z,2023-02-11T19:18:59.000Z
2006,2006,premium,2006,57.0,2022-12-21T19:18:59.000Z,2022-12-21T19:18:59.000Z
2007,2007,premium,2007,32.0,2023-02-19T19:18:59.000Z,2023-02-19T19:18:59.000Z
2008,2008,premium,2008,95.0,2023-02-21T19:18:59.000Z,2023-02-21T19:18:59.000Z
2009,2009,sport,2009,100.0,2023-05-29T19:18:59.000+01:00,2023-05-29T19:18:59.000+01:00
2010,2010,basic,2010,94.0,2023-02-03T19:18:59.000Z,2023-02-03T19:18:59.000Z
2011,2011,sport,2011,30.0,2023-04-09T19:18:59.000+01:00,2023-04-09T19:18:59.000+01:00
2012,2012,sport,2012,23.0,2022-10-23T19:18:59.000+01:00,2022-10-23T19:18:59.000+01:00
2013,2013,basic,2013,60.0,2023-02-24T19:18:59.000Z,2023-02-24T19:18:59.000Z
2014,2014,premium,2014,31.0,2023-07-24T19:18:59.000+01:00,2023-07-24T19:18:59.000+01:00
2015,2015,premium,2015,69.0,2023-08-31T19:18:59.000+01:00,2023-08-31T19:18:59.000+01:00
2016,2016,basic,2016,88.0,2022-09-18T19:18:59.000+01:00,2022-09-18T19:18:59.000+01:00
2017,2017,sport,2017,88.0,2023-08-19T19:18:59.000+01:00,2023-08-19T19:18:59.000+01:00
2018,2018,basic,2018,66.0,2023-02-27T19:18:59.000Z,2023-02-27T19:18:59.000Z
2019,2019,basic,2019,30.0,2023-05-09T19:18:59.000+01:00,2023-05-09T19:18:59.000+01:00
2020,2020,basic,2020,32.0,2022-10-27T19:18:59.000+01:00,2022-10-27T19:18:59.000+01:00
2021,2021,basic,2021,35.0,2023-01-29T19:18:59.000Z,2023-01-29T19:18:59.000Z
2022,2022,sport,2022,25.0,2022-12-27T19:18:59.000Z,2022-12-27T19:18:59.000Z
2023,2023,premium,2023,13.0,2023-08-19T19:18:59.000+01:00,2023-08-19T19:18:59.000+01:00
2024,2024,premium,2024,30.0,2022-09-06T19:18:59.000+01:00,2022-09-06T19:18:59.000+01:00
2025,2025,sport,2025,94.0,2023-01-16T19:18:59.000Z,2023-01-16T19:18:59.000Z
2026,2026,premium,2026,91.0,2023-01-16T19:18:59.000Z,2023-01-16T19:18:59.000Z
2027,2027,premium,2027,76.0,2023-07-31T19:18:59.000+01:00,2023-07-31T19:18:59.000+01:00
2028,2028,sport,2028,50.0,2023-03-30T19:18:59.000+01:00,2023-03-30T19:18:59.000+01:00
2029,2029,sport,2029,33.0,2022-10-11T19:18:59.000+01:00,2022-10-11T19:18:59.000+01:00
2030,2030,sport,2030,48.0,2022-09-27T19:18:59.000+01:00,2022-09-27T19:18:59.000+01:00
2031,2031,premium,2031,85.0,2022-12-30T19:18:59.000Z,2022-12-30T19:18:59.000Z
2032,2032,basic,2032,14.0,2022-11-27T19:18:59.000Z,2022-11-27T19:18:59.000Z
2033,2033,sport,2033,38.0,2023-04-21T19:18:59.000+01:00,2023-04-21T19:18:59.000+01:00
2034,2034,basic,2034,39.0,2023-07-09T19:18:59.000+01:00,2023-07-09T19:18:59.000+01:00
2035,2035,sport,2035,100.0,2022-11-29T19:18:59.000Z,2022-11-29T19:18:59.000Z
2036,2036,sport,2036,51.0,2022-10-01T19:18:59.000+01:00,2022-10-01T19:18:59.000+01:00
2037,2037,sport,2037,22.0,2023-09-01T19:18:59.000+01:00,2023-09-01T19:18:59.000+01:00
2038,2038,basic,2038,75.0,2022-09-21T19:18:59.000+01:00,2022-09-21T19:18:59.000+01:00
2039,2039,basic,2039,62.0,2023-02-25T19:18:59.000Z,2023-02-25T19:18:59.000Z
2040,2040,basic,2040,91.0,2023-08-04T19:18:59.000+01:00,2023-08-04T19:18:59.000+01:00
2041,2041,sport,2041,62.0,2023-08-14T19:18:59.000+01:00,2023-08-14T19:18:59.000+01:00
2042,2042,premium,2042,33.0,2022-10-03T19:18:59.000+01:00,2022-10-03T19:18:59.000+01:00
2043,2043,premium,2043,84.0,2022-11-09T19:18:59.000Z,2022-11-09T19:18:59.000Z
2044,2044,premium,2044,36.0,2022-11-09T19:18:59.000Z,2022-11-09T19:18:59.000Z
2045,2045,premium,2045,66.0,2023-06-13T19:18:59.000+01:00,2023-06-13T19:18:59.000+01:00
2046,2046,basic,2046,82.0,2023-01-22T19:18:59.000Z,2023-01-22T19:18:59.000Z
2047,2047,sport,2047,40.0,2023-02-18T19:18:59.000Z,2023-02-18T19:18:59.000Z
2048,2048,premium,2048,17.0,2023-01-12T19:18:59.000Z,2023-01-12T19:18:59.000Z
2049,2049,premium,2049,27.0,2023-04-14T19:18:59.000+01:00,2023-04-14T19:18:59.000+01:00
2050,2050,basic,2050,13.0,2023-03-21T19:18:59.000Z,2023-03-21T19:18:59.000Z
2051,2051,sport,2051,67.0,2023-03-11T19:18:59.000Z,2023-03-11T19:18:59.000Z
2052,2052,premium,2052,52.0,2023-06-27T19:18:59.000+01:00,2023-06-27T19:18:59.000+01:00
2053,2053,basic,2053,93.0,2022-10-18T19:18:59.000+01:00,2022-10-18T19:18:59.000+01:00
2054,2054,premium,2054,27.0,2022-09-21T19:18:59.000+01:00,2022-09-21T19:18:59.000+01:00
2055,2055,basic,2055,31.0,2023-05-12T19:18:59.000+01:00,2023-05-12T19:18:59.000+01:00
2056,2056,premium,2056,17.0,2022-12-11T19:18:59.000Z,2022-12-11T19:18:59.000Z
2057,2057,premium,2057,64.0,2023-03-18T19:18:59.000Z,2023-03-18T19:18:59.000Z
2058,2058,sport,2058,30.0,2022-09-12T19:18:59.000+01:00,2022-09-12T19:18:59.000+01:00
2059,2059,sport,2059,53.0,2023-06-23T19:18:59.000+01:00,2023-06-23T19:18:59.000+01:00
2060,2060,sport,2060,72.0,2022-11-13T19:18:59.000Z,2022-11-13T19:18:59.000Z
2061,2061,basic,2061,100.0,2022-09-13T19:18:59.000+01:00,2022-09-13T19:18:59.000+01:00
2062,2062,premium,2062,22.0,2023-04-14T19:18:59.000+01:00,2023-04-14T19:18:59.000+01:00
2063,2063,sport,2063,66.0,2023-02-26T19:18:59.000Z,2023-02-26T19:18:59.000Z
2064,2064,basic,2064,14.0,2023-02-17T19:18:59.000Z,2023-02-17T19:18:59.000Z
2065,2065,sport,2065,27.0,2023-01-02T19:18:59.000Z,2023-01-02T19:18:59.000Z
2066,2066,basic,2066,20.0,2023-05-20T19:18:59.000+01:00,2023-05-20T19:18:59.000+01:00
2067,2067,basic,2067,91.0,2023-04-14T19:18:59.000+01:00,2023-04-14T19:18:59.000+01:00
2068,2068,premium,2068,86.0,2023-01-04T19:18:59.000Z,2023-01-04T19:18:59.000Z
2069,2069,premium,2069,38.0,2022-11-05T19:18:59.000Z,2022-11-05T19:18:59.000Z
2070,2070,premium,2070,21.0,2022-12-10T19:18:59.000Z,2022-12-10T19:18:59.000Z
2071,2071,premium,2071,93.0,2023-04-14T19:18:59.000+01:00,2023-04-14T19:18:59.000+01:00
2072,2072,basic,2072,79.0,2023-04-07T19:18:59.000+01:00,2023-04-07T19:18:59.000+01:00
2073,2073,basic,2073,64.0,2023-07-08T19:18:59.000+01:00,2023-07-08T19:18:59.000+01:00
2074,2074,premium,2074,35.0,2022-11-01T19:18:59.000Z,2022-11-01T19:18:59.000Z
2075,2075,premium,2075,94.0,2023-03-14T19:18:59.000Z,2023-03-14T19:18:59.000Z
2076,2076,premium,2076,44.0,2023-01-04T19:18:59.000Z,2023-01-04T19:18:59.000Z
2077,2077,basic,2077,95.0,2023-02-07T19:18:59.000Z,2023-02-07T19:18:59.000Z
2078,2078,basic,2078,72.0,2022-09-18T19:18:59.000+01:00,2022-09-18T19:18:59.000+01:00
2079,2079,sport,2079,56.0,2023-08-03T19:18:59.000+01:00,2023-08-03T19:18:59.000+01:00
2080,2080,premium,2080,69.0,2023-04-11T19:18:59.000+01:00,2023-04-11T19:18:59.000+01:00
2081,2081,sport,2081,53.0,2022-10-01T19:18:59.000+01:00,2022-10-01T19:18:59.000+01:00
2082,2082,premium,2082,48.0,2023-03-02T19:18:59.000Z,2023-03-02T19:18:59.000Z
2083,2083,sport,2083,95.0,2023-04-18T19:18:59.000+01:00,2023-04-18T19:18:59.000+01:00
2084,2084,sport,2084,90.0,2022-12-27T19:18:59.000Z,2022-12-27T19:18:59.000Z
2085,2085,sport,2085,12.0,2023-03-22T19:18:59.000Z,2023-03-22T19:18:59.000Z
2086,2086,basic,2086,99.0,2023-01-06T19:18:59.000Z,2023-01-06T19:18:59.000Z
2087,2087,premium,2087,19.0,2023-01-28T19:18:59.000Z,2023-01-28T19:18:59.000Z
2088,2088,basic,2088,49.0,2022-12-02T19:18:59.000Z,2022-12-02T19:18:59.000Z
2089,2089,basic,2089,56.0,2023-03-03T19:18:59.000Z,2023-03-03T19:18:59.000Z
2090,2090,premium,2090,90.0,2023-02-13T19:18:59.000Z,2023-02-13T19:18:59.000Z
2091,2091,sport,2091,70.0,2023-04-23T19:18:59.000+01:00,2023-04-23T19:18:59.000+01:00
2092,2092,sport,2092,84.0,2022-12-22T19:18:59.000Z,2022-12-22T19:18:59.000Z
2093,2093,basic,2093,27.0,2022-10-23T19:18:59.000+01:00,2022-10-23T19:18:59.000+01:00
2094,2094,premium,2094,88.0,2023-07-07T19:18:59.000+01:00,2023-07-07T19:18:59.000+01:00
2095,2095,basic,2095,49.0,2023-01-26T19:18:59.000Z,2023-01-26T19:18:59.000Z
2096,2096,basic,2096,74.0,2022-12-19T19:18:59.000Z,2022-12-19T19:18:59.000Z
2097,2097,basic,2097,90.0,2022-09-24T19:18:59.000+01:00,2022-09-24T19:18:59.000+01:00
2098,2098,sport,2098,46.0,2022-09-06T19:18:59.000+01:00,2022-09-06T19:18:59.000+01:00
2099,2099,sport,2099,70.0,2023-07-08T19:18:59.000+01:00,2023-07-08T19:18:59.000+01:00
2100,2100,basic,2100,69.0,2023-08-29T19:18:59.000+01:00,2023-08-29T19:18:59.000+01:00
2101,2101,sport,2101,89.0,2023-02-01T19:18:59.000Z,2023-02-01T19:18:59.000Z
2102,2102,premium,2102,93.0,2023-08-06T19:18:59.000+01:00,2023-08-06T19:18:59.000+01:00
2103,2103,sport,2103,77.0,2022-09-16T19:18:59.000+01:00,2022-09-16T19:18:59.000+01:00
2104,2104,basic,2104,23.0,2023-05-27T19:18:59.000+01:00,2023-05-27T19:18:59.000+01:00
2105,2105,sport,2105,23.0,2023-03-29T19:18:59.000+01:00,2023-03-29T19:18:59.000+01:00
2106,2106,basic,2106,41.0,2022-11-10T19:18:59.000Z,2022-11-10T19:18:59.000Z
2107,2107,premium,2107,95.0,2023-02-04T19:18:59.000Z,2023-02-04T19:18:59.000Z
2108,2108,premium,2108,63.0,2023-05-03T19:18:59.000+01:00,2023-05-03T19:18:59.000+01:00
2109,2109,basic,2109,25.0,2023-04-04T19:18:59.000+01:00,2023-04-04T19:18:59.000+01:00
2110,2110,sport,2110,71.0,2022-09-05T19:18:59.000+01:00,2022-09-05T19:18:59.000+01:00
2111,2111,basic,2111,63.0,2023-06-01T19:18:59.000+01:00,2023-06-01T19:18:59.000+01:00
2112,2112,basic,2112,55.0,2023-01-12T19:18:59.000Z,2023-01-12T19:18:59.000Z
2113,2113,basic,2113,84.0,2022-09-16T19:18:59.000+01:00,2022-09-16T19:18:59.000+01:00
2114,2114,basic,2114,82.0,2022-11-06T19:18:59.000Z,2022-11-06T19:18:59.000Z
2115,2115,sport,2115,83.0,2023-08-10T19:18:59.000+01:00,2023-08-10T19:18:59.000+01:00
2116,2116,sport,2116,27.0,2023-01-30T19:18:59.000Z,2023-01-30T19:18:59.000Z
2117,2117,sport,2117,54.0,2023-01-25T19:18:59.000Z,2023-01-25T19:18:59.000Z
2118,2118,sport,2118,48.0,2023-08-19T19:18:59.000+01:00,2023-08-19T19:18:59.000+01:00
2119,2119,premium,2119,94.0,2023-03-09T19:18:59.000Z,2023-03-09T19:18:59.000Z
2120,2120,premium,2120,82.0,2022-11-15T19:18:59.000Z,2022-11-15T19:18:59.000Z
2121,2121,basic,2121,37.0,2022-12-05T19:18:59.000Z,2022-12-05T19:18:59.000Z
2122,2122,basic,2122,76.0,2023-01-26T19:18:59.000Z,2023-01-26T19:18:59.000Z
2123,2123,premium,2123,54.0,2022-09-09T19:18:59.000+01:00,2022-09-09T19:18:59.000+01:00
2124,2124,premium,2124,82.0,2022-11-23T19:18:59.000Z,2022-11-23T19:18:59.000Z
2125,2125,premium,2125,40.0,2023-07-28T19:18:59.000+01:00,2023-07-28T19:18:59.000+01:00
2126,2126,basic,2126,20.0,2023-04-06T19:18:59.000+01:00,2023-04-06T19:18:59.000+01:00
2127,2127,basic,2127,94.0,2022-10-19T19:18:59.000+01:00,2022-10-19T19:18:59.000+01:00
2128,2128,sport,2128,27.0,2022-12-05T19:18:59.000Z,2022-12-05T19:18:59.000Z
2129,2129,sport,2129,46.0,2022-10-22T19:18:59.000+01:00,2022-10-22T19:18:59.000+01:00
2130,2130,premium,2130,58.0,2022-10-01T19:18:59.000+01:00,2022-10-01T19:18:59.000+01:00
2131,2131,sport,2131,33.0,2022-10-05T19:18:59.000+01:00,2022-10-05T19:18:59.000+01:00
2132,2132,basic,2132,26.0,2022-09-06T19:18:59.000+01:00,2022-09-06T19:18:59.000+01:00
2133,2133,basic,2133,91.0,2023-01-30T19:18:59.000Z,2023-01-30T19:18:59.000Z
2134,2134,sport,2134,27.0,2022-12-15T19:18:59.000Z,2022-12-15T19:18:59.000Z
2135,2135,premium,2135,74.0,2023-03-07T19:18:59.000Z,2023-03-07T19:18:59.000Z
2136,2136,premium,2136,26.0,2023-09-04T19:18:59.000+01:00,2023-09-04T19:18:59.000+01:00
2137,2137,sport,2137,69.0,2023-01-02T19:18:59.000Z,2023-01-02T19:18:59.000Z
2138,2138,sport,2138,95.0,2022-10-01T19:18:59.000+01:00,2022-10-01T19:18:59.000+01:00
2139,2139,sport,2139,32.0,2023-06-28T19:18:59.000+01:00,2023-06-28T19:18:59.000+01:00
2140,2140,basic,2140,95.0,2023-05-21T19:18:59.000+01:00,2023-05-21T19:18:59.000+01:00
2141,2141,sport,2141,51.0,2022-10-06T19:18:59.000+01:00,2022-10-06T19:18:59.000+01:00
2142,2142,premium,2142,15.0,2022-12-09T19:18:59.000Z,2022-12-09T19:18:59.000Z
2143,2143,premium,2143,91.0,2023-01-16T19:18:59.000Z,2023-01-16T19:18:59.000Z
2144,2144,basic,2144,37.0,2023-05-19T19:18:59.000+01:00,2023-05-19T19:18:59.000+01:00
2145,2145,sport,2145,34.0,2022-12-22T19:18:59.000Z,2022-12-22T19:18:59.000Z
2146,2146,basic,2146,13.0,2023-06-04T19:18:59.000+01:00,2023-06-04T19:18:59.000+01:00
2147,2147,sport,2147,70.0,2023-07-12T19:18:59.000+01:00,2023-07-12T19:18:59.000+01:00
2148,2148,sport,2148,100.0,2023-01-31T19:18:59.000Z,2023-01-31T19:18:59.000Z
2149,2149,premium,2149,56.0,2022-11-23T19:18:59.000Z,2022-11-23T19:18:59.000Z
2150,2150,premium,2150,33.0,2022-09-24T19:18:59.000+01:00,2022-09-24T19:18:59.000+01:00
